id,area,Y,M,O,Total
43050_AM,22726715.3673826,1930,4259,805,6994
43051,9661111.01637681,2708,7611,2919,13238
43052_AM,427294987.131123,1255,2737,773,4765
43054_AM,112922534.851153,1217,2662,859,4738
43055_AM,170040238.470332,1075,2645,735,4455
43060_AM,272812050.255479,1552,3211,930,5693
43064_AM,198880916.299195,1150,2858,1141,5149
43086,91558211.9215148,1807,4284,1375,7466
43090_AM,259011512.912081,1510,3319,922,5751
43092,63675454.4168683,3698,6642,2151,12491
43093,44948587.4634465,1239,2982,1305,5526
43094_AM,258954816.53774,1266,3054,854,5174
43100,5157529.65004557,1283,2818,374,4475
43108_AM,132575180.448311,1294,2999,826,5119
43109_AM,21701382.4044574,2448,4771,1652,8871
4312301,290307.395168344,1063,2330,1129,4522
4312302,759117.583265639,4270,9356,4534,18160
4312303,1153059.45508973,3919,8586,4161,16666
4312304,288773.503657945,2063,4520,2190,8773
4312305,473152.622379753,2372,5196,2518,10086
4312306,1845597.89220317,4406,9653,4678,18737
4312307,11812842.114459,2147,4592,2026,8765
4312308,13929983.1309866,2742,5995,2842,11579
4312309_AD,22683506.2046302,1259,2832,1338,5429
43126_AM,155017163.170576,2313,4940,1458,8711
43128_AM,147137816.981573,1458,3151,835,5444
43129_AM,51257547.9624422,2493,6392,2492,11377
43131,16315472.5732041,2182,3830,1021,7033
43133,137315639.50685,2025,4265,1666,7956
43136,53159994.5782504,4206,8769,2272,15247
43137_AM,29276272.7320517,1077,2776,947,4800
43138_AM,201122695.485004,1843,4276,1370,7489
43139_AM,307056797.842471,1319,3170,881,5370
43140_AM,29955943.8387774,2347,5025,1464,8836
43145,35292648.0623942,1184,3229,941,5354
4314801_AD,1257190.94284628,2019,4498,1429,7946
4314804,1475644.83366774,4190,9335,2967,16492
4314805,907649.97795433,2763,6155,1956,10874
4314806,12123141.1923761,5989,13078,4028,23095
4314807,36798852.7313592,10825,24076,7232,42133
4314808,3038106.55313677,5542,12212,3866,21620
4314809,527391.376921408,2199,4687,1465,8351
43153,8664809.56370559,3475,9292,3705,16472
43155,218698052.527607,8044,19249,6136,33429
43156,127194207.668266,1275,3400,1687,6362
43161,55380496.3042801,6768,12727,3795,23290
43162,102868139.127492,1564,3850,889,6303
43163,36601865.2606118,9497,22252,6344,38093
43166_AM,38681824.0947859,1407,2856,734,4997
43171,21605109.4232545,5886,12202,4333,22421
43176_AM,291612490.649147,1566,3612,999,6177
43901_AM,167034845.602421,3869,8979,2586,15434
43904_AM,60648132.8522271,2265,4566,1014,7845
43905,15159102.6224224,7098,14804,4379,26281
43906_AM,136414135.293366,1855,3564,842,6261
43907,7108017.77944268,1624,3214,976,5814
44008_AM,795843176.313396,1758,3845,1167,6770
44009_AM,1370706290.11751,1164,2592,736,4492
44013,472544069.644695,4721,9825,2242,16788
44014_AM,475326997.135962,1262,2796,819,4877
44025,141452955.574107,2351,4746,1054,8151
44050_AM,1027927191.32849,1418,3348,861,5627
44051_AM,314807352.66543,1059,2758,1028,4845
44059_AM,2075379689.05365,1197,2777,856,4830
44068_AM,645553870.512082,1206,2559,747,4512
44076_AM,1323897086.82793,1749,3750,1007,6506
44153_AM,648835759.791816,1515,3315,885,5715
44155_AM,1266647762.50983,1445,3298,1001,5744
44158_AM,1094215173.44517,1267,2763,844,4874
44210_AM,1541196337.8366,1292,2762,726,4780
44216,440855857.538443,8033,18310,7444,33787
44238_AM,649941506.237676,1137,2600,755,4492
44246_AM,526972984.029633,1359,3057,984,5400
45002_AM,82596647.5463513,2349,4682,1031,8062
45014,39629541.514277,901,2974,1501,5376
45015_AM,176065098.89018,1172,2790,843,4805
45016,23795565.0242417,1708,3541,877,6126
45019,89637375.8284078,2224,6098,2072,10394
45020_AM,831612422.040478,1548,3394,715,5657
45023_AM,63682724.3166216,1228,3428,1041,5697
45028,219803290.313554,1105,3235,1170,5510
45031_AM,85228994.3250858,1914,4429,1421,7764
45037_AM,277039649.020846,1560,3645,1014,6219
45038,24932071.7160342,1442,3299,778,5519
45040_AM,377916679.485398,2276,5230,1609,9115
45041,92267000.102358,1874,4233,1111,7218
45045_AM,498788632.680238,2049,4205,1010,7264
45046_AM,128793166.944983,1632,3442,904,5978
45047_AM,48811733.0821977,1390,3056,991,5437
45052_AM,32938979.0322682,1345,3067,878,5290
45053,359028038.791021,2585,6245,1483,10313
45054_AM,536439502.044694,2581,5330,1442,9353
45061_AM,188474369.77588,1798,3741,807,6346
45064_AM,85190557.324668,2427,5537,1500,9464
45066,68372568.4176268,2498,6608,2114,11220
45069_AM,172452067.768333,1763,3574,897,6234
45071_AM,365010561.469143,1532,3167,854,5553
45081,57385363.8385545,7817,17687,2420,27924
45084_AM,554865410.535626,1757,3945,1108,6810
45087,262393331.385593,2768,5987,1565,10320
45098_AM,420093782.327758,1605,3541,1020,6166
45099_AM,109289087.207581,2833,6040,1267,10140
45101_AM,237502615.157067,2064,4198,979,7241
45102_AM,59954991.010286,2246,5395,1262,8903
45106,168749695.735786,2812,6005,1665,10482
45107,82223191.8345297,1447,2750,675,4872
45109_AM,480532913.845406,998,2877,1189,5064
45112_AM,598852917.70767,1479,3116,741,5336
45115_AM,224790706.591177,1709,3960,937,6606
45118_AM,61691557.7320842,1411,3289,779,5479
45119_AM,57845799.4953467,2477,5038,1263,8778
45121_AM,170856869.291177,3198,6457,2443,12098
45122,40328952.4401262,2281,4747,861,7889
45123,41369945.0257391,1219,2981,623,4823
45124_AM,426703540.892989,1731,3443,753,5927
45125_AM,791063765.855249,2737,5928,1481,10146
45132_AM,90539028.1677816,1282,3394,1224,5900
45133_AM,252123712.995672,2458,5072,1522,9052
45135_AM,189541657.003003,2803,5936,1123,9862
45136,141485416.235434,2299,4834,1251,8384
45137_AM,717796916.042815,1847,3935,1265,7047
45140_AM,383397461.939863,1580,3545,942,6067
45142,87960273.5503588,3375,7045,1438,11858
45145_AM,84510515.9589805,2165,4557,1180,7902
45156_AM,446514285.450284,1973,4106,1319,7398
45157_AM,196296379.94691,2090,4298,1034,7422
45158_AM,208378338.226755,1604,3374,902,5880
45161,71823873.054522,6275,13873,3897,24045
45163,59768971.5631895,2888,6694,1606,11188
4516501,62254745.6762284,3693,8727,808,13228
4516502,55622818.3129585,7022,16573,1604,25199
4516503,11399912.4046724,8352,20210,2643,31205
4516504,56995679.0641437,3719,8788,814,13321
4516801_AD,1293818.21623052,1935,5548,1631,9114
4516805,113934240.58059,7817,21615,6276,35708
4516806,25371710.6044654,1128,3160,904,5192
4516807,91050065.0889219,6153,17277,4986,28416
45173,17361701.5962508,4992,7808,962,13762
45176,15159116.5821775,1795,3497,634,5926
45181_AM,324669696.064251,2502,4990,1000,8492
45185,268817832.455889,2941,5689,1535,10165
45187_AM,313245432.490472,2285,4885,1165,8335
45197_AM,221568226.4109,1376,2992,884,5252
45199_AM,85822409.536138,2704,5679,1050,9433
45200_AM,896446073.914336,2317,5252,1166,8735
45201,20312707.4637371,1204,3366,1248,5818
45202,84773416.9996421,1626,3362,636,5624
45203_AM,61107860.0525924,2429,5958,1559,9946
45205,15161771.331607,3090,6837,1615,11542
46001_AM,370618011.634121,560,1383,385,2328
46005,3916778.54311818,7365,17541,3881,28787
46006_AM,55830698.9516132,2019,5253,1602,8874
46007_AM,11083079.4101528,4347,10411,3555,18313
46008_AM,29109855.3286379,2434,5032,1256,8722
46011_AM,38645164.8352844,4110,7567,2039,13716
46013,8352187.00187913,5594,13890,3616,23100
46014_AM,11612626.9127568,3077,6478,1089,10644
46015,9021193.27916107,2807,5800,1262,9869
46016_AM,52136568.4547023,1421,3459,943,5823
46017,110558147.83014,12389,25929,5787,44105
46019,23742301.1853765,3421,6676,1926,12023
46020,5201283.73695763,1275,2945,1030,5250
46021,16083848.9788412,8406,17480,5011,30897
46022_AM,10127676.9090795,5930,11810,2624,20364
46029,41528400.5572612,6924,14498,5940,27362
46031,24117456.931066,3698,8025,1926,13649
46032,2755366.57778131,1420,4048,1825,7293
46035,10769056.4720128,2332,5294,1237,8863
46039_AM,55636862.0238779,1221,3255,1055,5531
46042_AM,136598595.158861,2580,5593,1357,9530
46044,447152603.005994,1203,3053,1186,5442
46048_AM,7778505.59925951,2550,5028,973,8551
46051,25439654.1164171,3032,6779,1435,11246
46054,779493.30842796,4034,8081,1995,14110
46060,20141073.8456611,3363,7167,1421,11951
46062,33531825.8557535,1654,3311,1023,5988
46070,75155384.1119081,6955,14786,3678,25419
46072,97078900.0196208,1219,2430,588,4237
46074_AM,4564749.04296354,2155,6049,2006,10210
46077,112518389.649716,2329,5748,1831,9908
46078,3513287.59847891,9316,20868,5541,35725
46081,21851061.8144222,2811,7718,3263,13792
46082,3833483.27054516,1844,3808,1015,6667
46083,59347243.5667406,6399,11924,3107,21430
46085,45698944.925832,4472,8827,2842,16141
46093_AM,175696267.53766,1703,3714,1193,6610
46094,12997312.0228594,7597,16173,3442,27212
46097_AM,801234494.692208,1331,3008,881,5220
46098_AM,51552265.6817927,2478,5490,1553,9521
46102,19658621.8810119,6808,13366,3886,24060
46105,53890725.7524529,6445,12487,4786,23718
46106_AM,1117932858.86857,2044,4424,1177,7645
46109,71526702.7188889,2388,4993,1500,8881
46110,5075431.27003099,9372,16602,2027,28001
46111_AM,216520070.412171,4781,12294,3903,20978
46113_AM,6776581.02457482,1663,3579,1055,6297
46116,8769838.46037568,4662,10866,2973,18501
46118_AM,285693089.730147,2176,4381,1178,7735
46122_AM,21880869.7454681,2442,5458,1131,9031
46126,6477738.20013962,1869,4039,1164,7072
46127_AM,13610736.0521978,1402,3120,771,5293
4613101_AD,5015864.93697309,2540,5100,1001,8641
4613102,3891804.99118122,6862,16069,3528,26459
4613104,12619795.5718291,3524,8166,1899,13589
4613105,372381.825729688,3157,7392,1623,12172
4613106,653417.221022889,2301,5400,1594,9295
4613107,38409328.7683045,1314,3076,779,5169
46132_AM,45231512.4275784,1312,3226,979,5517
46134_AM,113312377.496357,2953,6377,1898,11228
46135,8350125.83142677,3909,7131,1798,12838
46139,35308464.2950644,1417,3492,1190,6099
46143_AM,37102169.0526435,2195,4580,1272,8047
46145,76697705.7136782,7338,14146,3402,24886
46147_AM,299368130.776513,7113,16780,4263,28156
46150_AM,111803126.238497,1836,4066,888,6790
46156_AM,94549017.7869927,1783,4294,1144,7221
46157_AM,28882234.87215,1884,4200,1198,7282
46159,19668658.9954389,7031,17012,5286,29329
46160_AM,30012570.011129,1479,3287,1019,5785
46164,6182009.55165816,3988,9721,2828,16537
46165,5620469.32399186,2701,5171,1422,9294
46166,4778977.01338384,2238,5831,2418,10487
46169,2349057.64026062,12859,23320,5474,41653
46170_AM,309644791.170929,2141,4673,1358,8172
46171,15821421.7058822,5335,12666,2861,20862
46172_AM,77038774.8620509,3661,7738,1727,13126
46173_AM,71445286.7296911,1832,3917,1081,6830
46177_AM,12495090.5648319,1737,4190,981,6908
46178,38754978.1383546,2083,4397,1083,7563
46179_AM,297492649.4312,1405,3284,909,5598
46181_AM,64211767.372757,8095,17152,3648,28895
46183,32306131.9142324,2778,5200,882,8860
46184,125567353.986667,10806,21393,3456,35655
46186,3934625.2377471,7896,13372,3589,24857
46190,36663271.2247091,11894,38775,16171,66840
46191_AM,430268320.623128,2027,4588,1164,7779
46193,7201973.58624367,2350,6648,2061,11059
46194,85937464.6022235,6341,12424,2392,21157
46199,3598797.91856674,1875,4669,1440,7984
46200_AM,73532012.1046298,1732,3920,992,6644
46202,33189552.5569735,8254,14897,3792,26943
46203_AM,13989794.6622088,1671,4060,995,6726
46204,26874293.4781871,2800,5167,1240,9207
46205,18121605.4273506,5161,11771,3243,20175
46207,4185969.79408248,2313,5410,1273,8996
46211_AM,25405553.8700236,2449,5657,1828,9934
46213,815204224.695598,7098,13245,1237,21580
46214_AM,130115667.584313,7024,14023,4160,25207
46216,2348131.2458656,2094,4019,831,6944
46218_AM,69887693.0529633,1260,2877,753,4890
4622001_AD,78696092.0388253,4342,10088,2595,17025
4622004_AD,34748639.9132085,2168,4991,1247,8406
4622006,15943687.8321604,3865,9281,2344,15490
4622007,3326147.92222993,5303,12734,3216,21253
46223,1808849.85731747,2670,5778,1631,10079
46228_AM,160998669.011565,2431,5037,1318,8786
46230,25037193.2872912,4951,10248,2864,18063
46231_AM,58771566.9425859,1406,2802,738,4946
46233,39275179.5922179,1694,3076,508,5278
46235,92718236.68775,7947,15029,4773,27749
46237,737663.687424526,2404,4749,1542,8695
46238,49339466.3733949,5669,10479,2226,18374
4624401,939103.995942824,4823,10626,2624,18073
4624402,442762.009643056,2379,5242,1294,8915
4624403,1744866.87173649,9799,21589,5333,36721
4624404,66250729.3394451,4371,9660,2393,16424
46248,80636761.4009007,1947,4706,1394,8047
46249,237168206.02637,2618,6467,2830,11915
4625001,1714851.0015664,7065,13689,4116,24870
4625002,1740894.86780142,11395,22078,6638,40111
4625003,1980644.86662458,12967,25122,7553,45642
4625004,5326763.63773614,10499,19810,5447,35756
4625005,1920765.3445707,12370,23966,7206,43542
4625006,1685389.04353869,7572,14671,4411,26654
4625007,1996045.92145586,13605,25773,6676,46054
4625008,2932922.16305646,16320,30953,8085,55358
4625009,3951078.51495604,14237,27584,8294,50115
4625010,10848368.0943165,20017,38782,11661,70460
4625011,6879687.99393641,15229,29505,8871,53605
4625012,2363761.58417202,17335,33585,10098,61018
4625013,2946770.26044569,8790,17501,5144,31435
4625014,1559259.34108245,7203,13955,4196,25354
4625015,2642648.57271716,13770,28752,8124,50646
4625016,3965456.04544472,12392,24010,7219,43621
4625017,13583819.7681034,1709,3754,1124,6587
4625018,2026096.17928379,3444,7625,2085,13154
4625019,66370697.4927167,5578,11104,3235,19917
46254_AM,518476367.613438,1072,2543,541,4156
46255_AM,57175782.4493497,1552,3588,997,6137
46256,71183563.8344396,2534,6459,1924,10917
46257,20354687.8314219,2002,4576,1092,7670
46258_AM,94484350.6280707,1665,4516,1342,7523
46261_AM,307175136.008161,1425,3269,1076,5770
46903,7978995.83297763,2510,5860,1142,9512
47004_AM,648063476.32437,1398,3170,919,5487
47007_AM,118104372.25898,1789,4267,1263,7319
47010,11739294.3405461,5658,11711,2100,19469
47023_AM,42113863.3269293,1565,3185,830,5580
47030_AM,523123394.724264,1349,2937,736,5022
47050,61184818.5026901,1202,2969,762,4933
47052,31799647.0298631,2207,4811,1479,8497
47071_AM,911098967.806071,1633,3698,915,6246
47075,60590694.9408934,1840,3298,975,6113
47076,29168356.3193315,6397,13560,2710,22667
47085,153417571.620808,7573,12601,1260,21434
47086_AM,326428161.44911,1579,3234,845,5658
47090_AM,178020883.915534,1914,4358,934,7206
47101_AM,536957298.970879,1604,3241,810,5655
47104_AM,425299161.503113,1411,3188,816,5415
47112_AM,126556929.820469,1368,3053,881,5302
47114,76187739.9836149,1393,2990,963,5346
47129_AM,702453944.258978,1437,3160,649,5246
47139_AM,333613228.960824,1291,3046,880,5217
47155_AM,59241107.9036876,2335,4694,993,8022
47161,42597446.1236806,1567,3091,741,5399
47165,141811304.468809,2319,5666,1295,9280
47173_AM,541509054.956695,1663,3647,889,6199
47175_AM,89686894.085427,3400,7225,1725,12350
4718601,345744.483850656,1074,2026,565,3665
4718602,826449.605625452,4111,7750,2162,14023
4718603,261886.849227867,2094,3948,1101,7143
4718604,13143941.2452058,12280,23367,6532,42179
4718605,298093.960697888,1364,2573,717,4654
4718606,14455872.3317024,10685,20262,5677,36624
4718607,2294807.71471838,5769,10876,3033,19678
4718608,18478019.3409047,9596,18349,4822,32767
4718609,673911.17694433,3005,5666,1580,10251
4718610,12904950.6302093,20168,38537,10004,68709
4718611,9804805.13728342,14844,28343,7507,50694
4718612,123934763.413061,1663,3144,831,5638
47197_AM,891017707.579506,1544,3273,764,5581
47214_AM,703015520.349373,1465,3233,857,5555
47217_AM,134683298.954204,1480,2885,639,5004
47231,20230806.0033203,1853,3759,621,6233
48001_AM,59247353.2217315,2542,5160,1119,8821
48002,17614445.0700414,2793,5459,1592,9844
48003,58760122.1900505,4875,10845,2796,18516
48011,16549932.8222789,2445,6778,2749,11972
48012_AM,51171684.593262,1481,2967,672,5120
4801301,184923.60267512,1809,4055,1143,7007
4801302,1000099.20149244,3579,7684,2186,13449
4801303,158184.634112297,1778,3987,1124,6889
4801304,398613.049238744,2757,5554,1624,9935
4801305,822275.665633963,3659,8201,2313,14173
4801306,761096.468417257,3622,8122,2265,14009
4801307,16676465.5425547,2204,4947,1350,8501
4801308,3535721.68952854,2369,5353,1472,9194
4801309,1824165.65260503,3137,7032,1983,12152
48015,6811860.36621083,11238,25022,4030,40290
48016,8612344.55954092,2031,4184,773,6988
48017,33489375.7564305,4131,7943,1590,13664
48018_AM,125086481.584212,1272,2804,606,4682
48019_AM,36839709.8811877,1471,2852,623,4946
4802001,4927275.99455988,11564,29258,5059,45881
4802002,4222497.93677177,8785,22008,4107,34900
4802003,3976555.25772285,6571,16255,2611,25437
4802004,1793296.30363807,10030,25253,4323,39606
4802005,9573548.2996907,15007,38174,6708,59889
4802006,2143696.56949439,12384,31457,5402,49243
4802007,6491145.88322201,11514,29206,5079,45799
4802008,7622034.9811371,7844,19799,3521,31164
48022_AM,202025570.185589,1176,2737,784,4697
48026_AM,192023804.777842,2190,4653,1014,7857
48027,10545605.4971267,7058,16845,4474,28377
48029,3281551.49977857,3054,7055,882,10991
48032,36912826.7876573,2173,4402,708,7283
48034,6357837.40984579,4152,8652,2320,15124
48036,31547929.4798719,7441,15515,5563,28519
48038_AM,79322742.4409625,1249,2678,601,4528
48043,10036807.591353,1645,3876,691,6212
4804401,7721104.33296838,4331,8005,1805,14141
4804402,2742438.44537581,11580,21252,4663,37495
4804403,1243750.06991816,7966,14676,3213,25855
48045_AM,102588336.832391,3225,6867,1441,11533
48046,8487856.66696468,5028,9933,1695,16656
48054,8263889.11317293,10396,18366,2175,30937
48057,1811064.79202801,1997,3924,1261,7182
48060_AM,63142083.7825771,1844,3277,476,5597
48065_AM,30070716.8454742,1345,3101,898,5344
48068_AM,60616430.9239292,1738,3993,1015,6746
48069,44065665.7052361,5067,9483,2941,17491
48071_AM,30036836.9181827,2381,5141,1350,8872
48073,4240151.8198872,2281,5059,1119,8459
48074,33426011.589727,1059,2513,775,4347
48075_AM,160868669.637207,1692,3491,644,5827
48077_AM,13293944.4599958,1660,3701,910,6271
48078,2871820.96262811,13363,26253,5710,45326
48080,12852209.7802488,3282,7360,1470,12112
48082,7436070.94787383,11658,27651,5371,44680
48083,7832777.44469644,2394,4940,1309,8643
48084,3668972.14729981,7734,15059,4326,27119
48085,8298200.41163258,3111,8170,2168,13449
48086_AM,86799878.0297393,963,2447,299,3709
48089_AM,33443713.8153311,1934,4223,1146,7303
48090,22388156.9304272,2266,4324,1192,7782
48094_AM,48987453.6458576,2454,5240,1440,9134
48095_AM,54141434.8263465,1196,2824,698,4718
48096,31190816.2772275,2542,4777,1030,8349
48901,9729464.37047867,1211,3393,1303,5907
48902,18699256.8923872,6399,14251,3021,23671
48904_AM,22531214.0703671,1804,3926,1062,6792
48905_AM,55539625.0660847,1878,4279,1079,7236
48906_AM,88732036.6801708,1156,2561,547,4264
48910_AM,68620085.206729,1381,3160,712,5253
49003_AM,815439555.62871,1487,3300,819,5606
49021,45177010.9409686,5011,11112,2426,18549
49054_AM,601027188.113251,1780,3912,1006,6698
49065_AM,894454663.604543,1444,3170,765,5379
49071_AM,865522072.724144,1449,3164,816,5429
49081_AM,411225266.943535,1445,3344,844,5633
49127_AM,180837298.264752,2432,5770,1575,9777
49129_AM,732296579.018642,1772,3815,830,6417
49151_AM,905698063.996804,1615,3688,937,6240
49166_AM,1136948169.72747,1636,3499,798,5933
49178_AM,670000991.291598,1872,4115,904,6891
49187_AM,317892787.876836,1484,3126,736,5346
49193_AM,1120030002.25588,1538,3404,776,5718
49200_AM,336637594.174599,1443,3349,836,5628
49206_AM,440842753.490258,1494,3364,740,5598
49219_AM,354792122.791178,2399,5930,1297,9626
49250_AM,591349606.012259,1513,3384,722,5619
4927501,2050604.88217689,4351,10455,3190,17996
4927502,19469852.7839329,4657,11139,3350,19146
4927503,34864241.194975,1461,3500,1061,6022
4927504,84020601.3109481,1542,3695,1117,6354
4927505,8985527.34589396,3005,7068,2006,12079
50008_AM,77748059.3024782,2181,5834,1030,9045
50018_AM,382045351.046417,1294,3179,891,5364
50025,56710709.961351,1487,4860,1665,8012
50034_AM,887649959.571376,1455,3216,794,5465
50038_AM,607157530.342791,1339,3048,843,5230
50055_AM,114918418.962078,1527,3353,738,5618
50062_AM,50106037.5436045,923,3233,1152,5308
50067,154433271.118887,1346,13785,5692,20823
50073_AM,366851140.861812,1150,2969,852,4971
50074,503758887.39606,112,4420,5213,9745
50089_AM,20727536.635993,1308,7883,7513,16704
50094_AM,673278869.916022,1187,3101,1015,5303
50095_AM,739645654.861736,5069,10971,2743,18783
50099_AM,255552077.725068,1521,4918,1785,8224
50115,141861196.722575,192,3056,1507,4755
50118_AM,131762550.499326,1701,3729,1180,6610
50126_AM,116209138.892348,1409,3549,992,5950
50130_AM,647344660.80028,893,2291,689,3873
50150_AM,355263192.035377,916,2393,753,4062
50159_AM,900335387.370565,1004,2528,740,4272
50160_AM,255519573.756824,2049,4403,1017,7469
50163_AM,235067848.619749,865,3594,1748,6207
50165_AM,763856709.533856,1171,3290,2561,7022
50181_AM,912737522.186056,1111,2695,690,4496
50182,143481270.446822,930,3091,2575,6596
50204_AM,149260081.945727,1518,3047,756,5321
50208_AM,833315318.973397,1450,3193,988,5631
50209_AM,34775422.6454154,1068,3900,1858,6826
50219,16985921.2395039,1314,4069,1334,6717
50222_AM,721589546.089558,983,2971,1027,4981
50225_AM,459819350.409018,1066,2556,555,4177
50230_AM,2215121287.51349,2017,4363,1077,7457
50235_AM,360971522.025565,852,2605,1800,5257
50240_AM,602043578.842241,1378,2959,724,5061
50251_AM,263895673.356786,2412,6370,3439,12221
50252,405077180.861916,2175,3930,1009,7114
50272,17605992.7734728,3777,9874,4827,18478
50288,75598805.5621426,1044,3078,1266,5388
5029701,2010474.19409892,5388,17063,18860,41311
5029702,1808247.83479009,6338,20071,22184,48593
5029703,3282269.05443813,12646,40047,44263,96956
5029704,74185463.436403,9885,38514,39479,87878
5029705,3742172.10235084,7870,24922,27546,60338
5029706,126637883.493737,4788,17736,18688,41212
5029707,5334508.9136689,3136,9930,10976,24042
5029708,12576400.9028048,5161,16345,18066,39572
5029709,135315069.917161,4712,15328,16378,36418
5029710,18001961.1821941,16991,53806,59469,130266
5029711,409255204.787109,3411,11354,11388,26153
5029712,180940008.070561,3644,9525,2954,16123
50298,332294751.226142,840,4056,3655,8551
50903_AM,332679160.714193,1131,3429,1015,5575
5100101,577848.768010846,1670,7981,4454,14105
5100102,2734294.62897322,1135,5425,3028,9588
5100103,1293893.00335527,1907,9111,5085,16103
5100104,1123262.96424288,2518,12031,6715,21264
5100105,980720.113600272,1183,5654,3156,9993
5100106,12622723.6257489,1508,7207,4023,12738
5200101_AD,654561.952488314,234,3346,2055,5635
5200102,395847.422961332,215,3077,1889,5181
5200104,1452704.86789948,375,5348,3283,9006
5200105,3381988.66493307,651,9280,5698,15629
5200106,545279.979004379,223,3182,1954,5359
5200107,2225014.05149413,564,8050,4942,13556
5200108,4613442.14897146,1258,17937,11014,30209
